employee_id,home_area,area_type,latitude,longitude
EMP0096,Hamburg-Harburg,outer_urban,53.433217,9.998014
EMP0097,Hamburg-Eimsbuettel,urban,53.596434,9.919431
EMP0098,Norderstedt,near_workplace,53.718023,9.97587
EMP0099,Norderstedt,near_workplace,53.712326,10.043484
EMP0100,Bad Oldesloe,regional,53.802552,10.431087
EMP0101,Kaltenkirchen,outer_suburban,53.806436,9.939035
EMP0102,Pinneberg,suburban,53.675189,9.748214
EMP0103,Hamburg-Altona,urban,53.557903,9.937242
EMP0104,Bad Oldesloe,regional,53.788295,10.345482
EMP0105,Quickborn,suburban,53.727509,9.941332
EMP0106,Quickborn,suburban,53.730628,9.846688
EMP0107,Hamburg-Wandsbek,urban,53.55738,10.065624
EMP0108,Hamburg-Altona,urban,53.546624,9.978449
EMP0109,Norderstedt,near_workplace,53.69629,10.036993
EMP0110,Kaltenkirchen,outer_suburban,53.831851,9.944424
EMP0111,Hamburg-Wandsbek,urban,53.604053,10.083534
EMP0112,Hamburg-City,urban,53.573936,9.963695
EMP0113,Hamburg-Altona,urban,53.566012,9.985487
EMP0114,Hamburg-Barmbek,urban,53.56763,10.050878
EMP0115,Hamburg-City,urban,53.559178,9.987871
EMP0116,Henstedt-Ulzburg,outer_suburban,53.798483,10.040969
EMP0117,Quickborn,suburban,53.738977,9.949295
EMP0118,Quickborn,suburban,53.731538,9.920695
EMP0119,Hamburg-Wandsbek,urban,53.591119,10.130843
EMP0120,Hamburg-Harburg,outer_urban,53.4674,10.00783
EMP0121,Hamburg-Barmbek,urban,53.600401,10.020866
EMP0122,Pinneberg,suburban,53.65289,9.811344
EMP0123,Norderstedt,near_workplace,53.695417,10.019466
EMP0124,Hamburg-Eimsbuettel,urban,53.563417,9.941103
EMP0125,Norderstedt,near_workplace,53.733543,9.95712
EMP0126,Hamburg-Wandsbek,urban,53.595252,10.097895
EMP0127,Hamburg-Altona,urban,53.571238,9.966646
EMP0128,Norderstedt,near_workplace,53.730969,10.033981
EMP0129,Norderstedt,near_workplace,53.707876,9.939897
EMP0130,Hamburg-Barmbek,urban,53.557942,10.035355
EMP0131,Hamburg-City,urban,53.573054,10.004228
EMP0132,Elmshorn,outer_suburban,53.734344,9.71934
EMP0133,Hamburg-Barmbek,urban,53.563926,10.021851
EMP0134,Hamburg-Eimsbuettel,urban,53.589369,10.002589
EMP0135,Hamburg-Harburg,outer_urban,53.428352,9.983454
EMP0136,Norderstedt,near_workplace,53.728864,9.988166
EMP0137,Elmshorn,outer_suburban,53.726451,9.687972
EMP0138,Hamburg-Wandsbek,urban,53.600999,10.11428
EMP0139,Ahrensburg,suburban,53.679551,10.260609
EMP0140,Norderstedt,near_workplace,53.725443,9.960166
EMP0141,Hamburg-Wandsbek,urban,53.56513,10.120931
EMP0142,Hamburg-Wandsbek,urban,53.550724,10.108484
EMP0143,Elmshorn,outer_suburban,53.79298,9.620326
EMP0144,Hamburg-Barmbek,urban,53.574951,10.063209
EMP0145,Hamburg-Wandsbek,urban,53.550947,10.100612
EMP0146,Hamburg-Altona,urban,53.521589,9.946697
EMP0147,Hamburg-Altona,urban,53.530773,9.923487
EMP0148,Hamburg-Barmbek,urban,53.578021,10.070949
EMP0149,Hamburg-Wandsbek,urban,53.598505,10.100622
EMP0150,Norderstedt,near_workplace,53.703221,9.957565
EMP0151,Ahrensburg,suburban,53.68172,10.290068
EMP0152,Kaltenkirchen,outer_suburban,53.837795,9.923293
EMP0153,Norderstedt,near_workplace,53.723103,9.943061
EMP0154,Hamburg-Barmbek,urban,53.567891,10.019041
EMP0155,Norderstedt,near_workplace,53.740146,10.014202
EMP0156,Pinneberg,suburban,53.628591,9.84012
EMP0157,Hamburg-Altona,urban,53.547846,9.933037
EMP0158,Pinneberg,suburban,53.691465,9.812533
EMP0159,Quickborn,suburban,53.723579,9.898193
EMP0160,Quickborn,suburban,53.727633,9.845818
EMP0161,Norderstedt,near_workplace,53.682413,9.995935
EMP0162,Kaltenkirchen,outer_suburban,53.876928,9.964328
EMP0163,Hamburg-City,urban,53.534693,10.043403
EMP0164,Norderstedt,near_workplace,53.68808,10.027753
EMP0165,Hamburg-Barmbek,urban,53.587389,10.065114
EMP0166,Hamburg-Eimsbuettel,urban,53.577863,9.919536
EMP0167,Ahrensburg,suburban,53.636209,10.224718
EMP0168,Ahrensburg,suburban,53.711523,10.225639
EMP0169,Hamburg-Altona,urban,53.560613,9.978211
EMP0170,Elmshorn,outer_suburban,53.773873,9.620693
EMP0171,Hamburg-Altona,urban,53.576121,9.967412
EMP0172,Hamburg-Wandsbek,urban,53.549681,10.089817
EMP0173,Hamburg-City,urban,53.579004,9.988408
EMP0174,Elmshorn,outer_suburban,53.729589,9.674044
EMP0175,Hamburg-City,urban,53.540325,10.004027
EMP0176,Norderstedt,near_workplace,53.716152,9.941466
EMP0177,Hamburg-Wandsbek,urban,53.577976,10.124149
EMP0178,Lueneburg,regional,53.251911,10.405724
EMP0179,Kaltenkirchen,outer_suburban,53.80658,9.955337
EMP0180,Quickborn,suburban,53.723649,9.8791
EMP0181,Kaltenkirchen,outer_suburban,53.823427,9.92118
EMP0182,Kaltenkirchen,outer_suburban,53.830375,9.951627
EMP0183,Hamburg-Wandsbek,urban,53.551684,10.09636
EMP0184,Hamburg-Altona,urban,53.552993,9.957097
EMP0185,Quickborn,suburban,53.73697,9.935096
EMP0186,Pinneberg,suburban,53.691381,9.837051
EMP0187,Hamburg-Eimsbuettel,urban,53.550944,9.983348
EMP0188,Norderstedt,near_workplace,53.717107,9.992231
EMP0189,Quickborn,suburban,53.709514,9.85565
EMP0190,Hamburg-Altona,urban,53.534306,9.905326
EMP0191,Elmshorn,outer_suburban,53.746253,9.659058
EMP0192,Hamburg-City,urban,53.516026,9.980659
EMP0193,Norderstedt,near_workplace,53.714001,9.991861
EMP0194,Henstedt-Ulzburg,outer_suburban,53.784216,9.943717
EMP0195,Norderstedt,near_workplace,53.713276,9.987597
EMP0196,Hamburg-City,urban,53.581437,9.971935
EMP0197,Hamburg-Harburg,outer_urban,53.468149,9.995454
EMP0198,Henstedt-Ulzburg,outer_suburban,53.800021,9.958069
EMP0199,Hamburg-City,urban,53.517441,9.981074
EMP0200,Hamburg-Altona,urban,53.529297,9.91928
EMP0201,Quickborn,suburban,53.720482,9.907182
EMP0202,Bad Oldesloe,regional,53.833162,10.366535
EMP0203,Hamburg-Wandsbek,urban,53.592258,10.120972
EMP0204,Norderstedt,near_workplace,53.717789,9.99085
EMP0205,Norderstedt,near_workplace,53.727377,9.957073
EMP0206,Hamburg-City,urban,53.568254,9.941195
EMP0207,Norderstedt,near_workplace,53.726153,9.945507
EMP0208,Pinneberg,suburban,53.68426,9.842675
EMP0209,Norderstedt,near_workplace,53.68152,9.982295
EMP0210,Hamburg-Wandsbek,urban,53.619047,10.038924
EMP0211,Pinneberg,suburban,53.651112,9.753359
EMP0212,Hamburg-Barmbek,urban,53.570132,10.052932
EMP0213,Hamburg-City,urban,53.536554,10.022699
EMP0214,Ahrensburg,suburban,53.684535,10.25018
EMP0215,Quickborn,suburban,53.733491,9.862032
EMP0216,Quickborn,suburban,53.754564,9.881893
EMP0217,Norderstedt,near_workplace,53.720955,10.000297
EMP0218,Norderstedt,near_workplace,53.716755,10.052835
EMP0219,Elmshorn,outer_suburban,53.76032,9.706659
EMP0220,Hamburg-Eimsbuettel,urban,53.603097,9.936009
EMP0221,Hamburg-Altona,urban,53.550684,9.948393
EMP0222,Hamburg-Wandsbek,urban,53.589754,10.098998
EMP0223,Pinneberg,suburban,53.669332,9.847549
EMP0224,Elmshorn,outer_suburban,53.782145,9.623808
EMP0225,Hamburg-Altona,urban,53.538623,9.915611
EMP0226,Elmshorn,outer_suburban,53.765064,9.596117
EMP0227,Norderstedt,near_workplace,53.73007,9.950304
EMP0228,Hamburg-Barmbek,urban,53.583524,10.057057
EMP0229,Hamburg-Harburg,outer_urban,53.464491,10.032491
EMP0230,Norderstedt,near_workplace,53.727887,9.982469
EMP0231,Norderstedt,near_workplace,53.710448,9.950623
EMP0232,Hamburg-Eimsbuettel,urban,53.581717,9.983934
EMP0233,Bad Oldesloe,regional,53.791997,10.327781
EMP0234,Hamburg-Harburg,outer_urban,53.440245,9.997418
EMP0235,Elmshorn,outer_suburban,53.750749,9.622179
EMP0236,Ahrensburg,suburban,53.6912,10.228504
EMP0237,Hamburg-Wandsbek,urban,53.608123,10.116718
EMP0238,Ahrensburg,suburban,53.646317,10.234022
EMP0239,Norderstedt,near_workplace,53.673866,10.018531
EMP0240,Norderstedt,near_workplace,53.682179,9.998624
EMP0241,Ahrensburg,suburban,53.665761,10.248351
EMP0242,Ahrensburg,suburban,53.658852,10.221982
EMP0243,Hamburg-City,urban,53.545828,9.983295
EMP0244,Hamburg-Barmbek,urban,53.610447,10.039755
EMP0245,Hamburg-Harburg,outer_urban,53.484753,9.951479
EMP0246,Henstedt-Ulzburg,outer_suburban,53.828945,10.009587
EMP0247,Hamburg-Harburg,outer_urban,53.436224,9.929334
EMP0248,Hamburg-Eimsbuettel,urban,53.551737,9.974999
EMP0249,Hamburg-Eimsbuettel,urban,53.589905,9.923368
EMP0250,Hamburg-Wandsbek,urban,53.562185,10.133791
EMP0251,Pinneberg,suburban,53.640265,9.739871
EMP0252,Henstedt-Ulzburg,outer_suburban,53.770773,10.020045
EMP0253,Hamburg-Wandsbek,urban,53.595489,10.033397
EMP0254,Hamburg-City,urban,53.549041,9.95272
EMP0255,Hamburg-City,urban,53.557792,10.044836
EMP0256,Quickborn,suburban,53.739908,9.921922
EMP0257,Ahrensburg,suburban,53.650505,10.19769
EMP0258,Norderstedt,near_workplace,53.721844,9.975469
EMP0259,Norderstedt,near_workplace,53.734047,10.033153
EMP0260,Hamburg-Harburg,outer_urban,53.471317,10.010752
EMP0261,Norderstedt,near_workplace,53.700268,10.037811
EMP0262,Ahrensburg,suburban,53.701198,10.199922
EMP0263,Hamburg-Altona,urban,53.54608,9.910486
EMP0264,Norderstedt,near_workplace,53.691394,10.027833
EMP0265,Elmshorn,outer_suburban,53.768151,9.684847
EMP0266,Hamburg-City,urban,53.546493,10.013902
EMP0267,Hamburg-Altona,urban,53.521237,9.919189
EMP0268,Norderstedt,near_workplace,53.729621,10.012964
EMP0269,Norderstedt,near_workplace,53.713265,9.943421
EMP0270,Norderstedt,near_workplace,53.716592,9.9576
EMP0271,Norderstedt,near_workplace,53.714584,9.968016
EMP0272,Hamburg-City,urban,53.541394,10.013244
EMP0273,Norderstedt,near_workplace,53.684905,10.002734
EMP0274,Hamburg-Harburg,outer_urban,53.462225,10.048492
EMP0275,Pinneberg,suburban,53.650732,9.831895
EMP0276,Hamburg-Eimsbuettel,urban,53.588613,9.982278
EMP0277,Hamburg-Altona,urban,53.542846,9.969836
EMP0278,Hamburg-Wandsbek,urban,53.586758,10.149329
EMP0279,Henstedt-Ulzburg,outer_suburban,53.819761,9.961091
EMP0280,Henstedt-Ulzburg,outer_suburban,53.764876,9.928444
EMP0281,Norderstedt,near_workplace,53.735225,9.994649
EMP0282,Hamburg-City,urban,53.577537,9.956784
EMP0283,Hamburg-City,urban,53.5574,9.953908
EMP0284,Hamburg-City,urban,53.555054,9.997422
EMP0285,Hamburg-Barmbek,urban,53.567058,10.049332
EMP0286,Hamburg-Eimsbuettel,urban,53.554546,9.978505
EMP0287,Norderstedt,near_workplace,53.675794,9.977074
EMP0288,Hamburg-Eimsbuettel,urban,53.586009,9.972398
EMP0289,Hamburg-Barmbek,urban,53.59675,9.996862
EMP0290,Norderstedt,near_workplace,53.740651,9.993151
EMP0291,Henstedt-Ulzburg,outer_suburban,53.810449,9.956728
EMP0292,Norderstedt,near_workplace,53.691791,10.013261
EMP0293,Elmshorn,outer_suburban,53.719733,9.607282
EMP0294,Norderstedt,near_workplace,53.691933,10.032637
EMP0295,Henstedt-Ulzburg,outer_suburban,53.785676,10.014101
EMP0296,Kaltenkirchen,outer_suburban,53.840661,9.979297
EMP0297,Bad Oldesloe,regional,53.835437,10.360349
EMP0298,Ahrensburg,suburban,53.691875,10.191218
EMP0299,Quickborn,suburban,53.734387,9.925835
EMP0300,Pinneberg,suburban,53.66692,9.766438
EMP0301,Quickborn,suburban,53.740533,9.890185
EMP0302,Norderstedt,near_workplace,53.692731,9.945628
EMP0303,Hamburg-Barmbek,urban,53.590533,10.071799
EMP0304,Hamburg-Wandsbek,urban,53.605897,10.074671
EMP0305,Henstedt-Ulzburg,outer_suburban,53.764199,10.005364
EMP0306,Hamburg-Wandsbek,urban,53.582544,10.15012
EMP0307,Hamburg-Eimsbuettel,urban,53.577054,9.924145
EMP0308,Hamburg-Harburg,outer_urban,53.470599,9.952954
EMP0309,Hamburg-Altona,urban,53.577224,9.93624
EMP0310,Norderstedt,near_workplace,53.714079,9.994555
EMP0311,Hamburg-Wandsbek,urban,53.591764,10.136067
EMP0312,Hamburg-Eimsbuettel,urban,53.57786,9.941765
EMP0313,Hamburg-City,urban,53.526461,10.025772
EMP0314,Hamburg-Eimsbuettel,urban,53.564924,9.973168
EMP0315,Hamburg-Eimsbuettel,urban,53.58118,9.98853
EMP0316,Hamburg-Altona,urban,53.516826,9.942262
EMP0317,Hamburg-Eimsbuettel,urban,53.557987,9.922108
EMP0318,Pinneberg,suburban,53.684868,9.794316
EMP0319,Hamburg-Altona,urban,53.521563,9.968257
EMP0320,Elmshorn,outer_suburban,53.754997,9.718063
EMP0321,Kaltenkirchen,outer_suburban,53.837405,9.938139
EMP0322,Hamburg-Wandsbek,urban,53.563527,10.090038
EMP0323,Hamburg-Altona,urban,53.559694,9.97295
EMP0324,Hamburg-Barmbek,urban,53.582101,10.089949
EMP0325,Henstedt-Ulzburg,outer_suburban,53.824746,9.946529
EMP0326,Pinneberg,suburban,53.656866,9.834638
EMP0327,Ahrensburg,suburban,53.674557,10.265138
EMP0328,Hamburg-Barmbek,urban,53.60776,10.032351
EMP0329,Hamburg-Harburg,outer_urban,53.466564,10.051737
EMP0330,Hamburg-Altona,urban,53.544557,9.941727
EMP0331,Quickborn,suburban,53.74414,9.943435
EMP0332,Hamburg-City,urban,53.554497,9.966435
EMP0333,Pinneberg,suburban,53.691473,9.767696
EMP0334,Henstedt-Ulzburg,outer_suburban,53.803456,9.954349
EMP0335,Norderstedt,near_workplace,53.738885,10.012703
EMP0336,Hamburg-Harburg,outer_urban,53.447828,10.0389
EMP0337,Norderstedt,near_workplace,53.707808,9.973237
EMP0338,Quickborn,suburban,53.735722,9.844094
EMP0339,Norderstedt,near_workplace,53.703758,9.954933
EMP0340,Elmshorn,outer_suburban,53.777375,9.61429
EMP0341,Norderstedt,near_workplace,53.705928,9.939883
EMP0342,Elmshorn,outer_suburban,53.753902,9.612125
EMP0343,Ahrensburg,suburban,53.68961,10.26254
EMP0344,Hamburg-Harburg,outer_urban,53.427986,9.982029
EMP0345,Ahrensburg,suburban,53.652876,10.218652
EMP0346,Ahrensburg,suburban,53.6839,10.17635
EMP0347,Elmshorn,outer_suburban,53.754795,9.718369
EMP0348,Hamburg-City,urban,53.539703,9.954247
EMP0349,Hamburg-Harburg,outer_urban,53.475132,10.045498
EMP0350,Norderstedt,near_workplace,53.736684,9.982334
EMP0351,Hamburg-Harburg,outer_urban,53.498867,9.94596
EMP0352,Hamburg-City,urban,53.53388,10.032533
EMP0353,Hamburg-Barmbek,urban,53.558099,10.052604
EMP0354,Hamburg-Barmbek,urban,53.605832,10.062962
EMP0355,Hamburg-Wandsbek,urban,53.600333,10.054802
EMP0356,Hamburg-Barmbek,urban,53.593589,10.012056
EMP0357,Quickborn,suburban,53.762605,9.894816
EMP0358,Ahrensburg,suburban,53.663725,10.296966
EMP0359,Hamburg-Wandsbek,urban,53.565094,10.133803
EMP0360,Hamburg-Harburg,outer_urban,53.437686,9.925172
EMP0361,Elmshorn,outer_suburban,53.774887,9.65847
EMP0362,Norderstedt,near_workplace,53.700589,9.9506
EMP0363,Norderstedt,near_workplace,53.698536,9.995395
EMP0364,Norderstedt,near_workplace,53.687594,10.041169
EMP0365,Pinneberg,suburban,53.684046,9.807309
EMP0366,Hamburg-Eimsbuettel,urban,53.581094,9.952453
EMP0367,Quickborn,suburban,53.728966,9.871084
EMP0368,Pinneberg,suburban,53.682421,9.755072
EMP0369,Hamburg-Altona,urban,53.56261,9.916455
EMP0370,Kaltenkirchen,outer_suburban,53.798002,9.948836
EMP0371,Quickborn,suburban,53.729468,9.931249
EMP0372,Hamburg-Altona,urban,53.584767,9.945093
EMP0373,Hamburg-Eimsbuettel,urban,53.568151,9.915494
EMP0374,Hamburg-Altona,urban,53.549009,9.890807
EMP0375,Norderstedt,near_workplace,53.68311,10.001098
EMP0376,Norderstedt,near_workplace,53.696722,9.973893
EMP0377,Elmshorn,outer_suburban,53.784953,9.608605
EMP0378,Hamburg-Wandsbek,urban,53.563236,10.130087
EMP0379,Hamburg-Eimsbuettel,urban,53.594064,9.997062
EMP0380,Quickborn,suburban,53.757357,9.868489
EMP0381,Hamburg-Barmbek,urban,53.582599,10.063
EMP0382,Elmshorn,outer_suburban,53.757215,9.6752
EMP0383,Ahrensburg,suburban,53.682886,10.252519
EMP0384,Hamburg-Wandsbek,urban,53.595533,10.081981
EMP0385,Hamburg-Eimsbuettel,urban,53.593696,9.992232
EMP0386,Lueneburg,regional,53.212292,10.381998
EMP0387,Quickborn,suburban,53.705972,9.860071
EMP0388,Elmshorn,outer_suburban,53.733012,9.610923
EMP0389,Norderstedt,near_workplace,53.70141,9.955389
EMP0390,Henstedt-Ulzburg,outer_suburban,53.773516,10.026932
EMP0391,Hamburg-Harburg,outer_urban,53.479431,10.042114
EMP0392,Norderstedt,near_workplace,53.706051,10.018801
EMP0393,Hamburg-Barmbek,urban,53.589663,10.092734
EMP0394,Pinneberg,suburban,53.642786,9.848621
EMP0395,Norderstedt,near_workplace,53.713228,9.98168
EMP0396,Hamburg-Wandsbek,urban,53.585655,10.0414
EMP0397,Ahrensburg,suburban,53.682005,10.295559
EMP0398,Hamburg-Altona,urban,53.566513,9.917312
EMP0399,Hamburg-Wandsbek,urban,53.561282,10.066178
EMP0400,Hamburg-Wandsbek,urban,53.549825,10.063284
EMP0401,Hamburg-Altona,urban,53.528113,9.904392
EMP0402,Kaltenkirchen,outer_suburban,53.861794,10.009707
EMP0403,Ahrensburg,suburban,53.659747,10.18966
EMP0404,Norderstedt,near_workplace,53.728527,10.013264
EMP0405,Lueneburg,regional,53.235844,10.425991
EMP0406,Henstedt-Ulzburg,outer_suburban,53.796167,10.033874
EMP0407,Hamburg-Altona,urban,53.549218,9.905497
EMP0408,Henstedt-Ulzburg,outer_suburban,53.806986,9.934591
EMP0409,Norderstedt,near_workplace,53.708621,9.953239
EMP0410,Lueneburg,regional,53.21154,10.4143
EMP0411,Pinneberg,suburban,53.684569,9.77802
EMP0412,Pinneberg,suburban,53.628054,9.789494
EMP0413,Norderstedt,near_workplace,53.706243,9.978731
EMP0414,Kaltenkirchen,outer_suburban,53.805892,9.956787
EMP0415,Norderstedt,near_workplace,53.729312,9.974794
EMP0416,Hamburg-City,urban,53.51645,10.005465
EMP0417,Norderstedt,near_workplace,53.692407,10.002912
EMP0418,Quickborn,suburban,53.731295,9.920388
EMP0419,Hamburg-City,urban,53.574784,9.993842
EMP0420,Kaltenkirchen,outer_suburban,53.841653,9.897101
EMP0421,Pinneberg,suburban,53.688985,9.809362
EMP0422,Norderstedt,near_workplace,53.726779,10.043697
EMP0423,Norderstedt,near_workplace,53.721155,10.036842
EMP0424,Norderstedt,near_workplace,53.693696,10.038275
EMP0425,Hamburg-Harburg,outer_urban,53.426556,10.017539
EMP0426,Ahrensburg,suburban,53.679672,10.304656
EMP0427,Hamburg-City,urban,53.519765,9.993631
EMP0428,Henstedt-Ulzburg,outer_suburban,53.8174,9.92227
EMP0429,Norderstedt,near_workplace,53.710146,10.027173
EMP0430,Ahrensburg,suburban,53.674943,10.275089
EMP0431,Elmshorn,outer_suburban,53.714992,9.615398
EMP0432,Quickborn,suburban,53.755106,9.899301
EMP0433,Pinneberg,suburban,53.634859,9.750365
EMP0434,Henstedt-Ulzburg,outer_suburban,53.809559,9.969918
EMP0435,Norderstedt,near_workplace,53.674641,9.98509
EMP0436,Hamburg-City,urban,53.543259,10.031699
EMP0437,Norderstedt,near_workplace,53.74262,9.989548
EMP0438,Hamburg-Wandsbek,urban,53.616747,10.045581
EMP0439,Quickborn,suburban,53.726552,9.936254
EMP0440,Hamburg-Harburg,outer_urban,53.427746,9.966415
EMP0441,Henstedt-Ulzburg,outer_suburban,53.755079,9.981897
EMP0442,Norderstedt,near_workplace,53.680842,10.023703
EMP0443,Quickborn,suburban,53.718614,9.932311
EMP0444,Hamburg-City,urban,53.562013,10.012591
EMP0445,Hamburg-Altona,urban,53.564214,9.902297
EMP0446,Pinneberg,suburban,53.663897,9.858039
EMP0447,Lueneburg,regional,53.240821,10.410357
EMP0448,Hamburg-Harburg,outer_urban,53.452325,10.012103
EMP0449,Norderstedt,near_workplace,53.696463,9.968495
EMP0450,Hamburg-Harburg,outer_urban,53.469691,9.990037
EMP0451,Norderstedt,near_workplace,53.702374,9.990592
EMP0452,Kaltenkirchen,outer_suburban,53.847328,9.937521
EMP0453,Pinneberg,suburban,53.637803,9.770685
EMP0454,Hamburg-City,urban,53.54206,9.999411
EMP0455,Norderstedt,near_workplace,53.718082,9.940599
EMP0456,Hamburg-City,urban,53.566293,9.995473
EMP0457,Lueneburg,regional,53.274487,10.382317
EMP0458,Hamburg-Wandsbek,urban,53.595219,10.110949
EMP0459,Ahrensburg,suburban,53.656504,10.190807
EMP0460,Hamburg-Harburg,outer_urban,53.424329,9.9398
EMP0461,Hamburg-Barmbek,urban,53.571734,10.045086
EMP0462,Norderstedt,near_workplace,53.685609,10.000205
EMP0463,Elmshorn,outer_suburban,53.755546,9.669123
EMP0464,Hamburg-Altona,urban,53.531794,9.975966
EMP0465,Hamburg-Barmbek,urban,53.609756,10.048069
EMP0466,Pinneberg,suburban,53.639432,9.756971
EMP0467,Pinneberg,suburban,53.665083,9.73827
EMP0468,Elmshorn,outer_suburban,53.750558,9.629277
